Gene	5 prime intergenic length	Motif count	Motif positions(plus strand)	Motif positions(minus strand)
PMAA_064110	554	1		-74
PMAA_069740	389	1		-61
PMAA_046960	1218	4	-380	-81,-247,-1184
PMAA_012890	999	7	-411,-574,-852	-272,-412,-635,-643
PMAA_070340	2500	10	-96,-1352,-2020,-2189,-2231,-2412	-633,-673,-1576,-2317
PMAA_008010	2254	5	-67,-530	-1770,-2023,-2090
PMAA_060350	1894	8	-19,-353,-1869	-243,-377,-627,-859,-901
PMAA_084650	2500	6	-2130,-2255,-2389	-245,-1144,-2128
PMAA_091610	607	1	-604	
PMAA_076960	1203	6	-271	-304,-355,-945,-1011,-1119
PMAA_090370	1858	3	-567,-921,-1667	
PMAA_026070	147	1	-29	
PMAA_100300	1001	4	-242,-323,-416,-912	
PMAA_100650	2500	6		-96,-1330,-1486,-1749,-2047,-2290
PMAA_041060	255	1		-194
PMAA_033590	866	5	-144,-400	-103,-110,-589
PMAA_026360	542	1	-458	
PMAA_091820	2500	8	-443,-1967,-2102	-280,-1314,-1370,-1583,-1938
PMAA_037770	1132	3	-942	-532,-657
PMAA_085040	673	2		-313,-507
PMAA_043270	206	1		-33
PMAA_017150	549	1		-369
PMAA_093090	1230	3	-783	-1172,-1202
PMAA_098010	1153	4	-341,-1035	-374,-596
PMAA_081200	2169	3	-222,-1092	-722
PMAA_022260	1527	5	-55,-391	-317,-757,-1268
PMAA_015260	513	3	-48,-250,-290	
PMAA_021460	706	3	-338,-688	-66
PMAA_046380	2368	3	-1670,-1695	-1652
PMAA_087910	558	5	-219,-294,-538	-193,-487
PMAA_097970	2500	6	-2035	-279,-535,-639,-1124,-1645
PMAA_029480	1892	7	-887	-258,-1009,-1247,-1266,-1774,-1885
PMAA_045720	417	3		-210,-373,-379
PMAA_012270	2500	11	-872,-1296,-1649,-1687,-2111,-2364	-383,-730,-1352,-1388,-1587
PMAA_051120	979	3	-493	-277,-781
PMAA_094370	2186	6	-1022,-1791,-1885,-2137	-186,-809
PMAA_063460	129	1		-49
PMAA_071340	806	7	-81,-227,-238,-604,-666	-246,-330
PMAA_056200	2007	2	-1012,-1554	
PMAA_002890	978	6	-415,-791,-800,-808	-90,-243
PMAA_079110	1820	9	-277,-637,-760,-1290,-1299	-35,-255,-876,-1477
PMAA_001330	2500	12	-754,-764,-1605,-1749	-80,-423,-611,-835,-1163,-1186,-1951,-1963
PMAA_085450	2500	9	-1235,-1400,-1716	-1188,-1247,-1431,-1583,-1768,-2399
PMAA_075640	731	3	-371,-608	-607
PMAA_007400	1593	8	-139,-373,-638,-1275	-93,-554,-589,-1445
PMAA_043600	617	3	-446	-188,-360
PMAA_100690	820	1		-564
PMAA_007950	2500	9	-509,-675,-1524	-151,-415,-639,-890,-1393,-1742
PMAA_039500	666	1	-339	
PMAA_088440	446	1		-143
PMAA_074440	145	3	-10	-21,-28
PMAA_099630	825	5	-141,-160,-302	-602,-815
PMAA_022400	1178	5	-95,-959	-55,-566,-911
PMAA_101470	302	4	-269	-51,-67,-182
PMAA_030810	1718	7	-1083,-1359,-1422	-893,-927,-1255,-1559
PMAA_030760	1966	5	-182,-522	-324,-347,-384
PMAA_077180	2500	8	-1211	-758,-972,-1337,-1510,-1539,-1841,-1864
PMAA_094950	1501	6	-195,-258,-495,-621,-1093	-1413
PMAA_020730	759	4	-107,-306,-727,-735	
PMAA_073870	527	3	-180,-264,-481	
PMAA_098900	1963	13	-686,-1248,-1393,-1465,-1929	-33,-85,-329,-784,-891,-1165,-1302,-1436
PMAA_053490	107	2	-65	-64
PMAA_063070	918	4		-671,-686,-864,-908
PMAA_013050	1995	9	-194,-204	-135,-413,-472,-537,-662,-1105,-1176
PMAA_028750	1311	6	-926,-962	-222,-892,-960,-971
PMAA_020460	196	1	-156	
PMAA_057000	457	1	-124	
PMAA_057550	52	1		-11
PMAA_090010	756	3	-170	-236,-693
PMAA_051920	1892	6	-703	-25,-405,-580,-647,-1109
PMAA_072690	2500	4	-356,-374,-1181	-1169
PMAA_091630	257	1	-194	
PMAA_022880	647	9	-21,-73,-521,-546,-557	-37,-105,-116,-608
PMAA_080790	896	3	-703,-765	-499
PMAA_005740	293	1	-187	
PMAA_005140	249	1		-148
PMAA_014430	1760	3	-184,-1306	-1404
PMAA_082220	551	3	-339	-187,-442
PMAA_028630	856	2		-496,-589
PMAA_022530	2020	9	-540,-823,-1126,-1321,-1442,-1727,-1738,-1909	-947
PMAA_096940	119	1		-33
PMAA_083110	2500	11	-379,-923,-1021,-1228,-1750,-2325	-7,-730,-846,-989,-2177
PMAA_076360	434	1	-116	
PMAA_042800	380	3	-203,-343	-85
PMAA_004810	2500	8	-116,-841,-883,-1354	-292,-950,-1352,-1416
PMAA_072470	1746	7	-209,-283,-313	-68,-540,-615,-1478
PMAA_010650	442	1		-392
PMAA_073250	2500	6	-1006,-2451	-708,-838,-1088,-2210
PMAA_028350	412	2	-283	-23
PMAA_014720	1406	2	-812	-1217
PMAA_009330	741	1	-446	
PMAA_005360	319	1	-129	
PMAA_016980	1301	6	-12,-114,-640	-242,-377,-713
PMAA_049350	2500	17	-846,-945,-971,-1049,-1422,-1515,-1594,-1814,-1887,-1922,-2048,-2091,-2149	-1315,-1365,-1895,-1987
PMAA_045670	173	3	-44,-109	-28
PMAA_007920	724	1	-413	
PMAA_069240	1049	5	-250,-314,-338	-95,-714
PMAA_085230	1127	4	-635,-870	-308,-961
PMAA_080430	890	2		-458,-573
PMAA_036330	2500	4	-2001	-938,-2011,-2420
PMAA_102740	150	2	-149	-37
PMAA_063920	797	4	-174,-334	-129,-508
PMAA_036620	277	5	-23,-168,-219,-240	-41
PMAA_055150	1974	10	-709,-743,-834,-952,-1580,-1732	-30,-478,-486,-978
PMAA_094510	365	2	-29,-52	
PMAA_093700	928	1		-652
PMAA_067590	605	1		-436
PMAA_087520	1065	9	-115	-137,-168,-191,-223,-381,-409,-488,-578
PMAA_059330	203	2	-166	-120
PMAA_082790	469	1	-232	
PMAA_017580	627	6	-129,-475	-52,-208,-370,-600
PMAA_043060	1011	3		-168,-211,-218
PMAA_086090	1070	1	-458	
PMAA_089010	425	2	-58	-135
PMAA_055330	214	2	-157	-168
PMAA_055840	1930	2	-981	-1274
PMAA_011290	873	4	-308,-500,-768	-4
PMAA_040650	320	3	-155,-239	-98
PMAA_003230	605	1		-534
PMAA_074200	836	4		-450,-512,-746,-786
PMAA_024990	427	2	-59	-374
PMAA_047600	413	2	-133,-377	
PMAA_082420	2131	10	-197,-1128,-1324,-1438	-82,-550,-1508,-1547,-1554,-1611
PMAA_016000	1153	6	-35,-71,-587,-1047	-70,-201
PMAA_065180	340	2	-71	-51
PMAA_017630	564	3	-290	-276,-288
PMAA_061740	368	1	-368	
PMAA_048400	2500	12	-1236,-1337,-1415,-1673,-1689,-1732,-2095,-2279	-895,-1039,-1594,-2306
PMAA_078690	167	1		-19
PMAA_044770	1306	10	-624,-685,-794,-826,-837,-845,-907	-362,-843,-905
PMAA_018650	130	2	-37,-46	
PMAA_018120	224	1	-92	
PMAA_017220	1568	3		-139,-168,-504
PMAA_004430	839	5	-19,-506	-200,-451,-486
PMAA_011740	553	5	-349	-46,-122,-186,-196
PMAA_074080	522	2	-384	-217
PMAA_050860	1756	6	-305,-724,-861,-918,-1073	-571
PMAA_032500	2500	11	-340,-799,-855,-1877,-2003,-2327	-454,-464,-533,-1146,-2120
PMAA_015180	1936	8	-69,-775,-802,-1000,-1077,-1540	-134,-196
PMAA_032050	766	4	-635	-53,-468,-670
PMAA_047950	895	2		-142,-354
PMAA_077400	698	3	-266	-289,-654
PMAA_034180	165	1		-146
PMAA_065450	536	1		-13
PMAA_019380	187	1		-117
PMAA_019830	528	1	-480	
PMAA_100820	731	3	-535,-584	-255
PMAA_100530	2461	10	-244,-349,-887,-1350,-1907	-684,-1148,-1292,-1366,-1376
PMAA_066240	403	2		-124,-195
PMAA_005620	386	1		-89
PMAA_034270	2500	7	-790,-1652,-2281	-180,-202,-629,-2382
PMAA_060160	2500	8	-196,-343,-757,-2041,-2130,-2329,-2448	-821
PMAA_008200	1557	8	-242,-323,-574,-679,-1457	-792,-798,-1419
PMAA_068370	257	1		-59
PMAA_088270	668	1		-655
PMAA_040240	2500	13	-795,-832,-1823,-2110	-190,-484,-1498,-1600,-1827,-1834,-2147,-2253,-2369
PMAA_063580	372	2	-43,-103	
PMAA_025480	1123	2	-359,-889	
PMAA_052640	165	4	-54,-152	-10,-58
PMAA_082930	1268	6	-625,-719,-764,-1070	-176,-883
PMAA_008630	149	2	-7,-47	
PMAA_052310	630	3	-570	-27,-428
PMAA_097700	376	2	-211	-60
PMAA_002750	893	3	-153	-237,-744
PMAA_017960	603	4	-305,-582	-444,-504
PMAA_097430	603	9	-119,-469,-516,-599	-92,-139,-194,-414,-428
PMAA_086540	278	2	-99,-173	
PMAA_035950	334	1	-62	
PMAA_098220	676	2	-644	-29
PMAA_022100	655	5	-42,-151	-162,-231,-567
PMAA_081010	1605	10	-769,-929,-1386,-1424	-360,-461,-491,-602,-906,-1571
PMAA_088050	1503	13	-58,-422,-458,-799,-975,-1190,-1233	-71,-226,-242,-532,-606,-806
PMAA_058880	2472	6	-1559,-1856	-1079,-1813,-1885,-2173
PMAA_019520	511	7	-18,-88,-268,-368	-34,-43,-230
PMAA_042020	1035	9	-108,-137,-203,-732,-951,-965,-975	-117,-416
PMAA_062980	2139	11	-674,-756,-932,-1080,-1536,-1773,-1807,-1920,-2118	-885,-935
PMAA_044850	2014	9	-496,-651,-1277,-1464,-1848	-449,-831,-1044,-1617
PMAA_033670	427	1	-367	
PMAA_046730	762	2	-109,-226	
PMAA_084240	542	4	-207,-230	-181,-254
PMAA_076110	1251	7	-27,-92	-13,-102,-267,-718,-1194
PMAA_079320	1515	7	-107,-730	-1,-357,-431,-459,-1245
PMAA_024280	2500	6	-532,-2340	-708,-1118,-1287,-2237
PMAA_067350	2500	4	-186	-1126,-1714,-2299
PMAA_064910	2500	8	-163,-368,-1089	-129,-188,-307,-647,-1907
PMAA_064660	930	2	-241	-442
PMAA_089900	1492	7	-147,-310,-714,-1108,-1251	-255,-1364
PMAA_008810	698	3	-586,-621	-292
PMAA_098730	1985	7	-715,-726,-996,-1594	-476,-1409,-1528
PMAA_093280	169	1		-4
PMAA_027410	2500	7	-1176,-1203	-198,-859,-1873,-2267,-2462
PMAA_099170	844	2	-548	-231
PMAA_021100	1362	6	-421,-461,-880	-407,-494,-1197
PMAA_040890	2187	8	-232,-553,-1045,-1700,-1977,-2013,-2109	-197
PMAA_038100	2500	7	-870,-1244	-149,-397,-419,-729,-1406
PMAA_101040	1397	8	-17,-476,-1128,-1316	-108,-274,-1314,-1340
PMAA_012510	2060	8	-19,-152,-841,-899,-1081,-2059	-32,-555
PMAA_043530	1297	5	-26,-514	-44,-204,-1291
PMAA_085840	674	5	-297,-394	-180,-434,-472
PMAA_030370	1265	8	-1174	-179,-311,-325,-345,-459,-1046,-1077
PMAA_075250	2500	5	-523,-1288	-733,-759,-2481
PMAA_072920	330	1	-312	
PMAA_053060	646	4	-77,-240,-433,-641	
PMAA_090730	166	3	-31	-37,-120
PMAA_002500	1116	5	-487,-961,-1016	-471,-819
PMAA_057760	467	4	-179,-309,-437	-142
PMAA_050260	2500	9	-249,-1424,-2458	-475,-811,-1148,-1209,-1815,-1950
PMAA_029730	684	4	-249,-675	-98,-160
PMAA_001470	1014	5	-242,-248	-164,-621,-958
PMAA_035160	629	2		-34,-170
PMAA_074460	2500	9	-286,-711,-972,-981,-1022,-1106,-1356,-1443,-1615	
PMAA_054940	380	1	-291	
PMAA_091280	1054	5	-416,-882,-1047	-563,-725
PMAA_080650	398	3	-223,-308	-306
PMAA_066400	1183	7	-244,-565,-600	-676,-901,-930,-1157
PMAA_073400	215	1	-125	
PMAA_009520	1464	8	-923,-1097,-1114,-1391	-231,-282,-334,-933
PMAA_009830	2500	7	-573,-626,-913,-1453,-2249	-1559,-2027
PMAA_043810	229	3	-76	-56,-153
PMAA_000870	1262	8	-66,-132,-638,-966,-1126,-1248	-241,-425
PMAA_005800	838	1	-67	
PMAA_071930	2500	2	-2349	-1539
PMAA_072310	1545	8	-201,-277,-819,-830	-296,-467,-942,-1047
PMAA_077790	2109	10	-375,-606,-736,-814,-822,-1418,-1993	-119,-1041,-1570
PMAA_068160	815	4	-354,-691	-395,-457
PMAA_082650	511	6	-337,-365	-100,-106,-387,-451
PMAA_030590	2500	13	-625,-641,-933,-1216,-2416	-295,-894,-1259,-1502,-1645,-2135,-2367,-2400
PMAA_066740	232	2	-90	-190
PMAA_045140	2500	9	-955,-1240,-1250,-2062,-2448	-470,-1045,-1485,-2355
PMAA_092390	1151	4	-305,-917	-468,-778
PMAA_037550	461	2	-299	-53
PMAA_096550	411	5	-221,-227,-382	-181,-262
PMAA_031350	386	3	-119,-161,-304	
PMAA_096880	1175	3		-402,-1107,-1126
PMAA_031420	2500	7	-1106,-2398	-318,-866,-1792,-1855,-2250
PMAA_068960	706	3		-146,-311,-490
PMAA_102240	1904	12	-165,-207,-426,-1013,-1373	-351,-386,-401,-431,-464,-574,-827
PMAA_037810	370	2	-336	-60
PMAA_037740	418	5	-26,-266,-285	-74,-297
PMAA_032990	781	3	-520	-318,-541
PMAA_032330	161	1		-15
PMAA_090860	471	1		-138
PMAA_035520	175	1		-38
PMAA_051680	91	2		-50,-83
PMAA_092640	1125	5	-726,-769,-1050	-277,-664
PMAA_002420	925	5	-567,-617	-434,-642,-879
PMAA_006820	623	3	-376	-253,-554
PMAA_005770	297	6	-146,-156,-180,-198,-218,-294	
PMAA_025900	1749	4	-1124,-1729	-343,-950
PMAA_096080	2102	10	-687,-1081,-1694,-1862,-2088	-103,-646,-858,-1316,-1731
PMAA_083870	577	3		-61,-425,-480
PMAA_083300	633	3	-154	-120,-366
PMAA_096770	989	4	-906	-237,-288,-316
PMAA_066260	215	1		-27
PMAA_100960	2500	9	-442,-534,-589	-297,-834,-1653,-1770,-2129,-2433
PMAA_083650	2500	8	-799,-874,-1778,-1977	-199,-941,-1906,-2119
PMAA_049720	1257	4	-71,-389	-829,-1039
PMAA_059100	645	1		-435
PMAA_052810	312	2		-41,-306
PMAA_029310	1543	7	-957,-1006,-1211,-1507	-651,-1286,-1375
PMAA_078200	1602	3	-337	-604,-688
PMAA_092700	2500	9	-157,-2009,-2056	-1004,-1502,-1997,-2032,-2381,-2483
PMAA_006790	1851	9	-485,-683	-449,-650,-783,-900,-1130,-1503,-1538
PMAA_010350	137	1	-92	
PMAA_069180	491	2	-165,-177	
PMAA_010820	2500	8	-657,-1221,-1716,-2033,-2114	-115,-128,-951
PMAA_070220	304	1	-95	
PMAA_089480	645	4	-106,-550,-598	-321
PMAA_061930	1313	1		-1140
PMAA_044540	1062	4	-77	-516,-989,-995
PMAA_036290	948	1	-6	
PMAA_014110	2500	11	-36,-377,-567,-1677,-1813,-1822,-1833	-264,-486,-2009,-2113
PMAA_018460	290	2	-138	-220
PMAA_062400	868	4	-541	-185,-508,-782
PMAA_067430	1434	3	-1142	-1000,-1349
PMAA_048670	283	1		-243
PMAA_025440	938	3	-374,-497,-578	
PMAA_019730	211	1	-178	
PMAA_042250	384	1	-359	
PMAA_061170	1180	5	-644,-867	-361,-725,-830
PMAA_100490	767	7	-188,-287,-361,-533,-648,-735	-444
PMAA_075490	1130	4	-492,-552	-242,-1009
PMAA_075940	1483	3	-1178	-159,-1070
PMAA_033060	518	2	-7	-424
PMAA_046940	515	1		-138
PMAA_020450	1182	1		-189
PMAA_023880	654	4	-145,-172,-532,-546	
PMAA_070320	1005	3	-649	-835,-847
PMAA_060370	657	2	-296	-643
PMAA_060800	241	2	-141	-184
PMAA_076940	1981	4	-672,-825	-740,-1908
PMAA_028110	2500	3	-1433	-1068,-1093
PMAA_093110	82	2	-27	-33
PMAA_008070	726	4	-110,-652	-606,-672
PMAA_015740	2500	7	-251,-909,-967,-1193	-214,-714,-827
PMAA_068580	1114	7	-537,-646,-838,-862	-163,-254,-847
PMAA_023470	226	1	-186	
PMAA_038920	1033	7	-628,-953,-972	-44,-124,-233,-476
PMAA_098810	948	2		-507,-525
PMAA_100670	578	2	-496	-309
PMAA_027150	295	1	-271	
PMAA_026340	265	1	-250	
PMAA_028020	1084	5	-481,-862,-912	-691,-1078
PMAA_041870	1066	4	-983	-632,-774,-933
PMAA_026010	255	2	-73,-121	
PMAA_093070	818	6	-334,-444,-566,-682,-710	-89
PMAA_098030	948	5	-65,-237,-897,-917	-539
PMAA_055450	791	2	-281,-687	
PMAA_081220	995	4	-436,-507,-545	-848
PMAA_043250	340	1	-278	
PMAA_083160	319	3	-229,-291	-259
PMAA_015240	2500	13	-31,-366,-377,-623,-1197,-2193,-2278	-489,-740,-780,-1608,-2278,-2356
PMAA_041700	2500	9	-147,-554,-1615,-1655,-1854,-2014	-925,-1701,-2471
PMAA_097910	1108	3	-29	-27,-698
PMAA_025130	85	1	-69	
PMAA_087970	846	2		-764,-818
PMAA_045700	326	3	-218,-325	-146
PMAA_036990	1748	4		-157,-189,-1080,-1174
PMAA_012210	1378	4	-563,-788	-493,-991
PMAA_034590	696	4	-494	-48,-258,-349
PMAA_091100	1887	7	-162,-333,-1247,-1254	-172,-1270,-1326
PMAA_056220	2500	15	-159,-629,-741,-909,-1180	-22,-98,-986,-1340,-1348,-1810,-1858,-1950,-1961,-2180
PMAA_079130	849	3	-172	-37,-389
PMAA_001910	573	1		-108
PMAA_026620	1606	8	-1254,-1365,-1451	-39,-258,-1315,-1416,-1483
PMAA_001640	1121	3	-827	-290,-664
PMAA_070810	714	2		-374,-385
PMAA_045450	147	2	-100	-73
PMAA_007420	851	5	-116,-572	-68,-458,-619
PMAA_055460	1750	2	-1527,-1561	
PMAA_034730	534	2	-501	-334
PMAA_095170	2500	6	-669	-32,-1572,-1622,-1921,-2269
PMAA_043660	782	4	-227,-324,-745	-285
PMAA_098690	2500	2	-1512,-1990	
PMAA_039520	799	6	-222,-682	-305,-328,-689,-791
PMAA_048280	493	1	-207	
PMAA_071490	1278	2	-182	-203
PMAA_088420	1954	5	-689,-988	-298,-897,-1582
PMAA_084770	211	4	-94	-66,-78,-169
PMAA_099610	585	5	-315,-558,-565	-389,-396
PMAA_024610	1833	1		-1387
PMAA_084860	1537	2		-160,-1042
PMAA_101180	2500	13	-354,-1358,-1491,-1899	-177,-527,-610,-725,-771,-921,-1507,-1765,-2348
PMAA_021830	1223	5	-741,-749,-940,-973	-433
PMAA_020970	2500	13	-68,-157,-343,-576,-947,-1281,-1305,-1539,-2397	-104,-141,-702,-856
PMAA_020750	188	2	-142,-159	
PMAA_063050	1760	4	-890,-975,-1050,-1640	
PMAA_094930	2077	19	-265,-483,-862,-1151,-1229,-1305,-1622,-1637,-1802,-1857,-1977	-222,-555,-673,-733,-964,-1521,-1575,-1690
PMAA_098960	726	1	-364	
PMAA_028770	648	1	-238	
PMAA_013030	2500	7	-1025,-1438,-1554	-459,-743,-937,-1908
PMAA_035050	938	9	-145,-251,-453,-581,-789,-809	-108,-261,-807
PMAA_095510	475	1		-400
PMAA_079790	609	1		-235
PMAA_095040	945	5	-62	-31,-135,-176,-843
PMAA_051900	1394	4	-260,-1259	-368,-840
PMAA_072670	1642	9	-161,-528,-734,-1615	-190,-200,-268,-1500,-1579
PMAA_057570	1292	2	-513,-892	
PMAA_092090	496	2		-206,-259
PMAA_054880	386	1	-77	
PMAA_051530	615	4	-308,-508	-427,-469
PMAA_078010	429	2		-121,-213
PMAA_096960	149	1	-38	
PMAA_023110	1110	1		-572
PMAA_057330	1010	5		-175,-337,-365,-413,-604
PMAA_053210	755	7	-283,-291,-392,-744	-211,-377,-505
PMAA_028610	525	3	-105	-265,-511
PMAA_000990	1096	4	-37	-147,-269,-959
PMAA_083460	351	1	-263	
PMAA_042820	2500	4	-1185,-2086	-35,-1276
PMAA_042530	726	3	-588,-610	-462
PMAA_079860	288	1	-68	
PMAA_040050	2297	2	-1344	-123
PMAA_057680	863	5	-39,-392,-421,-642	-778
PMAA_023690	483	2	-347	-258
PMAA_069970	1456	2	-859	-964
PMAA_101450	214	3	-43,-125	-48
PMAA_073230	293	3	-10	-132,-192
PMAA_010100	2207	9	-116,-503,-565,-1071,-2095	-452,-1176,-1379,-1822
PMAA_009640	388	2	-10,-279	
PMAA_102180	2354	9	-601,-1026	-675,-881,-1062,-1071,-1833,-1853,-2232
PMAA_044380	2500	10	-380,-1021,-1040,-1474,-1724,-1896,-2167,-2405	-254,-992
PMAA_005400	1574	9	-422,-574,-655,-684,-1101,-1475,-1500	-753,-910
PMAA_009310	2500	8	-1295,-1495,-1771	-243,-584,-1407,-1513,-2169
PMAA_027990	2500	9	-565,-639,-843,-1020	-163,-514,-1008,-1304,-1630
PMAA_083790	2500	6	-231,-378,-681	-345,-739,-1790
PMAA_018810	268	4	-135,-155,-265	-249
PMAA_067600	605	1	-169	
PMAA_082560	50	1		-20
PMAA_041500	1975	10	-349,-776,-1150,-1482	-116,-318,-1024,-1556,-1563,-1771
PMAA_023220	491	2		-223,-382
PMAA_062230	484	1		-348
PMAA_015750	466	1		-214
PMAA_015880	2500	11	-245,-321,-1986,-2335	-137,-263,-368,-856,-1055,-1757,-2184
PMAA_036450	1479	5	-278	-321,-659,-822,-1467
PMAA_038730	348	3	-217	-122,-333
PMAA_091340	2500	10	-200,-375,-1273,-1861,-2448	-311,-1377,-1397,-2412,-2458
PMAA_029690	975	3	-287,-446	-187
PMAA_101230	2500	12	-490,-860,-866,-971,-1237,-1793	-20,-770,-950,-1572,-1687,-2411
PMAA_063940	2500	10	-651,-1061,-1338	-139,-186,-192,-833,-898,-1422,-2146
PMAA_082160	1763	10	-63,-513,-606,-671,-887,-1120,-1289,-1670	-749,-759
PMAA_036350	260	1	-72	
PMAA_102760	398	3	-162,-229	-7
PMAA_036600	654	4	-149,-626	-584,-642
PMAA_055130	2500	12	-37,-170,-365,-376,-963,-974,-1555,-2280,-2402	-844,-1693,-1981
PMAA_027190	1810	6	-791,-1787	-530,-567,-680,-1331
PMAA_097900	1108	3	-410,-1081	-1079
PMAA_062090	138	1		-92
PMAA_050740	344	3	-90,-112	-74
PMAA_004690	2500	12	-589,-1043,-1058,-2073,-2350	-203,-355,-951,-1130,-1177,-1269,-1671
PMAA_049450	408	2	-347,-372	
PMAA_047830	289	3	-171,-179,-205	
PMAA_087300	1378	7	-509,-581	-333,-386,-507,-625,-1191
PMAA_045080	465	3	-249,-431	-28
PMAA_014550	205	4	-74,-133,-141	-28
PMAA_029960	458	2	-442	-53
PMAA_080840	1924	10	-414,-901,-933,-1028,-1161,-1247,-1367,-1414	-1321,-1861
PMAA_080510	570	1	-120	
PMAA_054080	508	2	-416,-458	
PMAA_055680	451	1		-13
PMAA_044280	512	2		-183,-249
PMAA_055860	499	4	-398	-403,-431,-484
PMAA_085500	333	1		-101
PMAA_074950	596	5	-45,-182,-189	-31,-338
PMAA_032290	758	2		-116,-445
PMAA_074220	2500	11	-239,-262,-493,-521,-1284,-1535,-1969,-2001	-277,-1727,-2124
PMAA_045880	573	1		-177
PMAA_079910	230	1	-25	
PMAA_048460	1454	3	-937	-344,-669
PMAA_017650	201	1	-62	
PMAA_061760	2500	9	-279,-489,-594,-834,-1353,-1755,-1781	-1570,-1815
PMAA_039060	1393	7	-468,-949,-1311,-1323	-311,-1273,-1340
PMAA_076270	2500	10	-40,-570,-714,-1403,-2131,-2172,-2365	-450,-1618,-2490
PMAA_043390	2500	10	-165,-445,-871,-910,-962,-1370,-1580,-1728	-189,-2424
PMAA_041080	1469	6	-218,-631,-879,-1111,-1147,-1441	
PMAA_011760	1522	10	-883,-896,-1108,-1289,-1388	-843,-894,-960,-979,-1373
PMAA_063610	983	3	-99,-545	-935
PMAA_037000	677	7	-520,-625,-670	-110,-149,-157,-224
PMAA_065470	1271	6	-196,-832,-1181	-93,-407,-537
PMAA_052480	619	7	-85,-385,-605	-332,-430,-443,-560
PMAA_077420	1812	4	-284,-1183	-68,-1294
PMAA_054620	24	1		-9
PMAA_061540	394	3	-305	-250,-381
PMAA_100800	935	2		-408,-670
PMAA_011110	613	7	-427,-570	-141,-165,-438,-468,-568
PMAA_089070	732	5	-62,-266	-82,-274,-701
PMAA_068390	1916	7	-1543,-1731,-1758,-1798	-74,-228,-1890
PMAA_034920	1224	4	-502,-703	-34,-126
PMAA_002220	301	2	-242	-205
PMAA_084540	373	1		-108
PMAA_003740	127	1	-123	
PMAA_065510	669	3	-55	-91,-241
PMAA_043160	2500	5	-777,-1223,-2469	-786,-2438
PMAA_082910	556	2	-546	-93
PMAA_097760	403	2	-346	-79
PMAA_002770	772	2		-311,-658
PMAA_046530	2500	11	-1298,-1651,-1802,-1882,-1986	-245,-459,-1105,-1318,-2306,-2347
PMAA_086210	662	2		-312,-540
PMAA_044750	498	3		-53,-90,-134
PMAA_014300	1678	5	-878	-21,-1062,-1277,-1638
PMAA_017320	911	3	-562	-358,-688
PMAA_014900	732	3	-135	-466,-558
PMAA_022120	1183	2	-95	-1121
PMAA_028180	197	2	-98	-150
PMAA_081070	2500	12	-466,-1064,-1508,-1586,-1651,-2062,-2277,-2356	-409,-1107,-1895,-2083
PMAA_047220	1763	7	-986,-1421	-108,-137,-216,-281,-1672
PMAA_019500	2500	6	-313,-2313	-11,-30,-210,-2195
PMAA_095720	422	3	-250	-33,-229
PMAA_016230	838	1	-646	
PMAA_010070	651	1	-619	
PMAA_097580	2500	3		-308,-701,-2423
PMAA_004630	2500	5	-1022,-1833	-1000,-1913,-2053
PMAA_064700	221	3	-96	-23,-80
PMAA_060630	2441	12	-474,-582,-978,-1169,-1377	-289,-330,-937,-1642,-1668,-1676,-2393
PMAA_008220	418	1		-156
PMAA_060140	1579	2	-321	-509
PMAA_008990	1991	9	-591,-700,-760,-774,-1525	-635,-787,-1171,-1190
PMAA_077670	624	2	-266,-289	
PMAA_006320	2500	11	-372,-647,-928,-1384,-1592,-2052	-194,-666,-1350,-1565,-2253
PMAA_013950	805	6	-76,-111,-404,-462	-199,-793
PMAA_076170	900	4		-179,-194,-388,-833
PMAA_079300	394	1		-149
PMAA_021340	1991	4	-1460	-1781,-1830,-1868
PMAA_100110	2500	15	-185,-449,-514,-896,-1016,-1121,-1153,-1821,-1945	-10,-208,-550,-957,-1217,-1834
PMAA_002340	629	2	-273,-300	
PMAA_064640	1328	2		-623,-1218
PMAA_087890	195	1	-112	
PMAA_089920	454	2	-258	-256
PMAA_093910	143	1	-110	
PMAA_006350	707	3		-175,-354,-430
PMAA_098750	1345	5	-109	-97,-109,-701,-1266
PMAA_094580	265	2	-238	-249
PMAA_099400	544	1		-528
PMAA_099150	417	4	-40,-364	-178,-386
PMAA_038120	514	1	-508	
PMAA_021690	909	7	-51,-284,-789	-503,-749,-802,-901
PMAA_013480	477	2	-315	-61
PMAA_012530	479	1		-446
PMAA_030350	441	3	-107	-316,-435
PMAA_017540	845	2		-197,-680
PMAA_085790	2500	9	-216,-345,-564,-778,-1548,-2496	-24,-1527,-2103
PMAA_053040	585	1	-145	
PMAA_094050	1444	4	-343,-1019	-113,-729
PMAA_074760	1338	7	-143,-238,-869,-1095	-291,-716,-1004
PMAA_057210	650	1		-426
PMAA_057740	958	8	-79,-198,-543,-563,-730,-893	-712,-925
PMAA_090750	1741	4	-763,-1254	-736,-1038
PMAA_057960	151	1		-27
PMAA_072080	1382	7	-141,-196,-1367	-812,-839,-894,-1196
PMAA_079650	2313	4	-802,-1156	-59,-1913
PMAA_015420	580	1		-195
PMAA_075240	1041	4	-99	-169,-899,-907
PMAA_001100	1155	2		-211,-838
PMAA_006100	1774	7	-743,-1451	-139,-444,-1126,-1613,-1669
PMAA_029750	2500	3		-94,-658,-1187
