Gene	5 prime intergenic length	Motif occurences
PMAA_056370	2905	17
PMAA_082210	551	3
PMAA_045600	912	5
PMAA_070900	268	2
PMAA_001060	2227	3
PMAA_085560	541	1
PMAA_015680	506	2
PMAA_020170	1264	2
PMAA_043730	461	5
PMAA_098780	513	4
PMAA_085410	422	2
PMAA_039470	1871	2
PMAA_094540	168	3
PMAA_088710	472	1
PMAA_003370	1379	5
PMAA_034020	449	6
PMAA_095260	739	2
PMAA_065810	3405	9
PMAA_099560	2258	9
PMAA_101720	3855	13
PMAA_030920	439	2
PMAA_030430	2225	5
PMAA_043030	158	1
PMAA_049500	439	2
PMAA_020310	1318	5
PMAA_056590	217	1
PMAA_086910	669	1
PMAA_063140	1374	8
PMAA_079680	2524	12
PMAA_058620	2033	6
PMAA_071160	931	2
PMAA_058990	1128	6
PMAA_099780	453	3
PMAA_057350	841	3
PMAA_057420	489	2
PMAA_090160	1266	5
PMAA_051810	1460	3
PMAA_002390	657	4
PMAA_051740	1032	2
PMAA_054990	949	2
PMAA_101540	1429	6
PMAA_051210	1787	3
PMAA_030650	127	1
PMAA_078240	355	5
PMAA_092180	602	5
PMAA_053520	1581	2
PMAA_070650	3557	5
PMAA_025840	383	2
PMAA_000880	2052	4
PMAA_096690	4854	15
PMAA_084210	2284	3
PMAA_084960	774	1
PMAA_047900	235	1
PMAA_076430	3444	6
PMAA_009550	2221	16
PMAA_078810	2103	4
PMAA_005670	1189	7
PMAA_004460	722	3
PMAA_036170	817	1
PMAA_031380	726	3
PMAA_009060	519	3
PMAA_040270	3841	11
PMAA_076550	595	1
PMAA_093580	1166	3
PMAA_018900	1360	3
PMAA_049080	1623	4
PMAA_007140	2042	5
PMAA_062540	1341	4
PMAA_067710	3054	9
PMAA_009120	1179	3
PMAA_038400	427	1
PMAA_059570	1207	2
PMAA_032870	3336	13
PMAA_101890	686	4
PMAA_064250	950	6
PMAA_096030	297	2
PMAA_055060	595	3
PMAA_076880	954	4
PMAA_087430	1590	8
PMAA_059710	317	3
PMAA_045190	475	3
PMAA_089120	315	2
PMAA_091980	2981	7
PMAA_089430	1106	2
PMAA_085360	3821	10
PMAA_011140	1248	2
PMAA_040100	1466	6
PMAA_074370	426	7
PMAA_079740	540	2
PMAA_047730	217	1
PMAA_032380	1225	5
PMAA_082370	2298	10
PMAA_065250	756	3
PMAA_077930	666	3
PMAA_045990	673	6
PMAA_061010	1818	9
PMAA_008840	645	1
PMAA_066040	356	2
PMAA_007500	2721	17
PMAA_007050	858	4
PMAA_012820	621	1
PMAA_044100	491	3
PMAA_044640	528	2
PMAA_018760	1813	4
PMAA_034430	356	2
PMAA_075280	1416	3
PMAA_063700	2666	7
PMAA_050990	6582	18
PMAA_068530	1397	4
PMAA_032650	243	1
PMAA_047590	413	2
PMAA_032120	433	3
PMAA_052590	519	2
PMAA_092860	755	3
PMAA_026940	2754	11
PMAA_100260	2885	10
PMAA_033380	353	1
PMAA_033830	353	2
PMAA_098570	589	1
PMAA_034380	2487	8
PMAA_075630	1482	5
PMAA_081290	1158	6
PMAA_052730	2343	10
PMAA_082800	789	3
PMAA_065660	523	4
PMAA_052040	320	2
PMAA_063620	938	2
PMAA_035130	623	3
PMAA_097630	154	1
PMAA_021960	740	1
PMAA_030320	2409	17
PMAA_097320	316	2
PMAA_046460	198	1
PMAA_017810	56	1
PMAA_098310	416	2
PMAA_056740	1137	3
PMAA_056290	736	5
PMAA_028090	323	1
PMAA_052000	822	7
PMAA_025060	5297	14
PMAA_013150	5606	17
PMAA_084180	450	3
PMAA_085890	548	1
PMAA_042770	1248	2
PMAA_002560	1286	6
PMAA_095570	618	1
PMAA_033520	2144	3
PMAA_046640	363	1
PMAA_026910	1274	4
PMAA_000700	3098	3
PMAA_037520	209	1
PMAA_036440	1479	5
PMAA_014890	441	1
PMAA_071420	196	1
PMAA_079210	1883	5
PMAA_099950	1305	10
PMAA_042610	3316	7
PMAA_064820	768	2
PMAA_029410	285	3
PMAA_087980	963	2
PMAA_101250	457	3
PMAA_093800	1584	9
PMAA_094670	2306	7
PMAA_094850	1214	2
PMAA_027520	1708	4
PMAA_041240	581	1
PMAA_095090	1811	8
PMAA_099040	2115	12
PMAA_024330	2337	9
PMAA_038650	814	3
PMAA_029570	624	3
PMAA_091770	299	1
PMAA_085970	1603	3
PMAA_049980	364	1
PMAA_080180	2508	9
PMAA_056120	3265	12
PMAA_043690	449	2
PMAA_095890	920	4
PMAA_027780	1436	3
PMAA_057650	1454	3
PMAA_004880	1165	3
PMAA_050350	920	3
PMAA_050600	320	2
PMAA_004730	1374	9
PMAA_040920	510	1
PMAA_001540	3429	7
PMAA_059960	6689	13
PMAA_023330	1103	1
PMAA_045340	134	2
PMAA_020780	546	1
PMAA_080980	685	4
PMAA_061830	3223	5
PMAA_080230	659	1
PMAA_009270	103	1
PMAA_009900	2652	15
PMAA_043960	683	1
PMAA_005280	462	2
PMAA_005930	866	4
PMAA_071840	385	1
PMAA_096270	442	1
PMAA_065060	3161	17
PMAA_075420	409	1
PMAA_087040	500	1
PMAA_082580	626	3
PMAA_044060	1301	5
PMAA_054290	1445	5
PMAA_066670	1093	6
PMAA_024040	319	2
PMAA_101970	708	5
PMAA_092040	925	1
PMAA_064460	1148	2
PMAA_063880	1266	3
PMAA_096200	309	1
PMAA_031260	1068	2
PMAA_044950	1313	7
PMAA_068850	2636	7
PMAA_087510	520	2
PMAA_083180	414	1
PMAA_058020	2342	4
PMAA_037630	477	3
PMAA_004240	2310	10
PMAA_032460	1581	5
PMAA_059380	1439	3
PMAA_090910	2398	5
PMAA_065390	891	4
PMAA_051000	453	4
PMAA_061480	3335	8
PMAA_054070	508	2
PMAA_078480	212	2
PMAA_025470	418	2
PMAA_039290	1042	5
PMAA_086110	760	2
PMAA_070460	444	1
PMAA_044340	390	3
PMAA_089600	493	4
PMAA_083980	950	5
PMAA_058380	1567	4
PMAA_014790	1032	8
PMAA_077360	1288	3
PMAA_059030	1200	6
PMAA_019170	1614	3
PMAA_052920	351	2
PMAA_087340	1840	6
PMAA_045830	414	3
PMAA_016330	2099	13
PMAA_086640	344	3
PMAA_002810	2855	10
PMAA_092450	1351	9
PMAA_078660	822	6
PMAA_010400	660	2
PMAA_012030	925	3
PMAA_010950	581	4
PMAA_016020	170	1
PMAA_031840	1156	5
PMAA_014240	947	4
PMAA_049690	815	7
PMAA_018590	1029	1
PMAA_011990	152	1
PMAA_067500	456	4
PMAA_042180	72	2
PMAA_019310	724	3
PMAA_058200	962	1
PMAA_033730	1101	6
PMAA_046870	1194	7
PMAA_026490	723	3
PMAA_070070	200	2
PMAA_060280	609	4
PMAA_055650	640	6
PMAA_017120	637	3
PMAA_081460	260	1
PMAA_022000	1550	5
PMAA_088950	505	4
PMAA_024920	2644	14
PMAA_038200	511	1
PMAA_021200	1354	5
PMAA_049820	632	4
PMAA_097790	303	1
PMAA_054020	283	2
PMAA_075500	1130	4
PMAA_092520	2397	5
PMAA_094440	236	2
PMAA_098140	509	2
PMAA_085110	749	7
PMAA_094110	211	3
PMAA_043360	903	8
PMAA_081600	4628	14
PMAA_013810	145	1
PMAA_040000	638	4
PMAA_015110	1567	5
PMAA_046250	3266	9
PMAA_097860	1082	3
PMAA_066870	48	1
PMAA_008940	228	2
PMAA_011940	43	1
PMAA_063570	372	2
PMAA_056350	1076	5
PMAA_071210	271	3
PMAA_081180	155	1
PMAA_079040	1297	1
PMAA_001730	609	2
PMAA_001040	643	2
PMAA_005020	157	1
PMAA_070920	711	1
PMAA_020150	1672	9
PMAA_039900	1715	7
PMAA_043750	785	3
PMAA_039450	626	1
PMAA_041160	341	2
PMAA_003390	501	2
PMAA_088770	556	1
PMAA_065830	804	7
PMAA_084640	573	8
PMAA_099230	523	2
PMAA_099540	1299	2
PMAA_095790	863	3
PMAA_077370	462	1
PMAA_091090	1944	13
PMAA_030410	559	3
PMAA_045740	1363	5
PMAA_020330	766	1
PMAA_020840	3730	10
PMAA_092210	1442	3
PMAA_063160	659	3
PMAA_053090	336	2
PMAA_080010	357	1
PMAA_058970	458	1
PMAA_013360	681	1
PMAA_037990	408	1
PMAA_090140	852	5
PMAA_051830	652	2
PMAA_072740	241	2
PMAA_057400	771	2
PMAA_028320	723	3
PMAA_053890	5015	18
PMAA_043700	2165	8
PMAA_053540	4384	11
PMAA_070670	1518	5
PMAA_025860	3997	14
PMAA_084230	542	4
PMAA_072460	1233	8
PMAA_034550	723	5
PMAA_042400	1145	4
PMAA_076450	1054	3
PMAA_067080	561	1
PMAA_072290	414	1
PMAA_072560	3870	13
PMAA_097030	370	2
PMAA_073160	301	1
PMAA_002860	1113	8
PMAA_009730	1404	3
PMAA_036150	8254	30
PMAA_009040	190	2
PMAA_070580	2718	11
PMAA_036480	958	1
PMAA_002210	1063	2
PMAA_027640	159	2
PMAA_095930	1039	7
PMAA_076530	2943	15
PMAA_003770	464	1
PMAA_027310	612	1
PMAA_033350	507	7
PMAA_043150	3031	6
PMAA_062560	464	1
PMAA_040550	440	1
PMAA_038460	268	3
PMAA_059550	842	4
PMAA_091230	179	2
PMAA_030670	127	3
PMAA_051760	441	5
PMAA_064360	684	4
PMAA_035280	235	1
PMAA_031100	1156	1
PMAA_074540	768	2
PMAA_096010	235	1
PMAA_036730	413	2
PMAA_055000	949	2
PMAA_049860	1202	3
PMAA_050010	682	4
PMAA_028240	165	3
PMAA_071980	6535	24
PMAA_059730	853	2
PMAA_087450	466	3
PMAA_051490	1626	3
PMAA_078870	1911	5
PMAA_015360	3707	5
PMAA_011430	802	3
PMAA_081850	1090	2
PMAA_011120	331	2
PMAA_003800	366	2
PMAA_037280	446	5
PMAA_040120	942	4
PMAA_074350	2631	5
PMAA_077910	642	2
PMAA_065230	848	8
PMAA_035820	1090	4
PMAA_061030	469	2
PMAA_066020	1625	4
PMAA_039330	700	1
PMAA_035450	593	1
PMAA_034410	139	1
PMAA_018780	389	1
PMAA_007070	2527	8
PMAA_068510	227	1
PMAA_027130	255	1
PMAA_068040	260	1
PMAA_100630	469	1
PMAA_032100	1185	3
PMAA_001890	1842	9
PMAA_054710	824	4
PMAA_092840	186	2
PMAA_078290	540	2
PMAA_038880	404	1
PMAA_089410	2977	8
PMAA_089140	1398	7
PMAA_022760	615	3
PMAA_088540	670	5
PMAA_084430	6435	34
PMAA_052710	192	3
PMAA_016470	145	2
PMAA_002640	1141	1
PMAA_082820	1215	4
PMAA_021940	1198	5
PMAA_097650	910	1
PMAA_075400	1347	3
PMAA_097300	265	1
PMAA_046400	662	2
PMAA_086490	735	4
PMAA_062070	1176	9
PMAA_017870	247	2
PMAA_024250	845	3
PMAA_012800	600	6
PMAA_013170	1068	10
PMAA_047310	871	4
PMAA_079450	2115	8
PMAA_019430	483	1
PMAA_042790	370	1
PMAA_095650	181	1
PMAA_096050	784	4
PMAA_067860	245	3
PMAA_075740	710	3
PMAA_033500	444	1
PMAA_025540	352	1
PMAA_026680	1389	7
PMAA_000760	1841	11
PMAA_008570	1785	5
PMAA_098550	760	5
PMAA_060070	495	2
PMAA_007380	267	1
PMAA_014450	301	1
PMAA_099680	2824	13
PMAA_079980	7695	31
PMAA_079230	329	3
PMAA_099930	601	2
PMAA_021410	1665	8
PMAA_031510	2386	8
PMAA_024680	127	1
PMAA_064510	1643	5
PMAA_012770	242	2
PMAA_036900	1539	4
PMAA_029430	282	4
PMAA_094870	1159	6
PMAA_037420	215	1
PMAA_094650	360	2
PMAA_098330	262	1
PMAA_056720	658	1
PMAA_090550	829	5
PMAA_027810	10000	40
PMAA_099060	406	1
PMAA_057090	639	3
PMAA_015920	232	1
PMAA_024350	2673	8
PMAA_001380	902	6
PMAA_029550	1291	6
PMAA_026420	746	4
PMAA_050460	464	1
PMAA_045220	269	1
PMAA_030080	786	1
PMAA_052140	404	2
PMAA_085910	963	10
PMAA_053390	217	2
PMAA_074430	145	3
PMAA_094200	1667	6
PMAA_004710	1583	3
PMAA_057670	2050	12
PMAA_004860	2886	6
PMAA_057890	191	1
PMAA_072170	182	3
PMAA_040490	137	1
PMAA_040940	84	1
PMAA_059940	192	1
PMAA_029880	207	1
PMAA_001560	1393	2
PMAA_030880	1594	4
PMAA_073370	1280	3
PMAA_037470	790	1
PMAA_073800	374	1
PMAA_043940	1125	2
PMAA_009920	542	4
PMAA_027740	897	7
PMAA_081410	1400	2
PMAA_065000	1371	1
PMAA_101530	822	1
PMAA_035610	180	2
PMAA_035340	1041	5
PMAA_054270	413	4
PMAA_101910	1188	2
PMAA_054300	218	2
PMAA_066610	1069	2
PMAA_039100	395	5
PMAA_092020	143	1
PMAA_100970	2796	11
PMAA_028680	130	1
PMAA_096220	962	3
PMAA_068870	152	1
PMAA_028930	983	4
PMAA_029000	361	2
PMAA_003440	1464	4
PMAA_058010	272	3
PMAA_024950	441	1
PMAA_084390	2395	8
PMAA_022500	1237	4
PMAA_051020	497	3
PMAA_070440	356	4
PMAA_044320	4394	5
PMAA_011330	643	1
PMAA_049320	848	5
PMAA_018200	461	2
PMAA_083700	1483	5
PMAA_016910	853	11
PMAA_015490	753	1
PMAA_067690	2119	12
PMAA_048320	208	1
PMAA_048490	500	4
PMAA_087660	828	4
PMAA_019150	448	1
PMAA_016310	1070	3
PMAA_056910	732	2
PMAA_002830	2540	11
PMAA_045810	383	1
PMAA_010420	2035	8
PMAA_064350	684	4
PMAA_015670	814	1
PMAA_040820	188	3
PMAA_069580	462	6
PMAA_031820	241	2
PMAA_093770	421	2
PMAA_041840	364	2
PMAA_087100	2474	15
PMAA_016610	127	1
PMAA_062000	2860	9
PMAA_100540	2461	10
PMAA_048140	1499	3
PMAA_033750	332	3
PMAA_023950	4352	17
PMAA_070050	366	3
PMAA_084950	196	1
PMAA_055630	996	3
PMAA_008380	1076	8
PMAA_081440	226	1
PMAA_011590	304	3
PMAA_096000	270	4
PMAA_024900	946	2
PMAA_047670	1064	3
PMAA_088970	960	5
PMAA_052940	383	2
PMAA_100090	324	1
PMAA_100760	541	1
PMAA_006890	453	3
PMAA_089880	1231	4
PMAA_086530	275	1
PMAA_023630	1630	4
PMAA_026210	1156	4
PMAA_012160	1156	9
PMAA_094460	521	2
PMAA_085130	123	1
PMAA_068180	369	1
PMAA_050810	679	2
PMAA_081620	532	4
PMAA_022680	927	4
PMAA_077490	217	1
PMAA_019330	2565	10
PMAA_019840	1110	6
PMAA_016120	767	4
PMAA_029240	2109	10
PMAA_049920	5748	32
PMAA_066850	505	6
PMAA_017190	54	1
PMAA_007710	561	6
PMAA_007240	1394	3
PMAA_075440	527	5
PMAA_034990	466	3
PMAA_094790	3645	15
PMAA_003000	2305	13
PMAA_071230	1289	8
PMAA_088280	1893	3
PMAA_065580	913	2
PMAA_052360	1943	9
PMAA_074750	367	2
PMAA_067980	4675	15
PMAA_047460	1082	1
PMAA_070940	703	4
PMAA_078510	261	1
PMAA_066580	832	5
PMAA_034190	165	1
PMAA_039920	930	3
PMAA_043770	389	3
PMAA_088750	2837	11
PMAA_071090	1412	3
PMAA_088020	5588	11
PMAA_013690	3383	5
PMAA_015510	57	1
PMAA_099210	1108	7
PMAA_058830	397	1
PMAA_054120	2188	13
PMAA_097510	1644	7
PMAA_021080	1322	3
PMAA_092230	201	2
PMAA_053700	819	3
PMAA_004510	216	2
PMAA_020860	854	2
PMAA_032540	1183	4
PMAA_040340	4139	17
PMAA_058950	469	3
PMAA_041620	1085	9
PMAA_013340	2006	11
PMAA_071020	1370	5
PMAA_008750	891	2
PMAA_067320	271	1
PMAA_057460	1539	1
PMAA_051850	215	3
PMAA_072760	369	2
PMAA_077210	493	4
PMAA_073490	582	2
PMAA_053560	7505	29
PMAA_070610	817	5
PMAA_083090	1112	6
PMAA_076470	618	2
PMAA_058480	822	3
PMAA_067060	819	3
PMAA_061520	2200	5
PMAA_021620	1878	10
PMAA_002060	1818	2
PMAA_101760	885	3
PMAA_006340	276	1
PMAA_009710	1257	3
PMAA_102230	1904	12
PMAA_036130	1171	3
PMAA_018940	2427	3
PMAA_027660	244	1
PMAA_076510	1473	9
PMAA_057280	546	3
PMAA_095910	267	2
PMAA_075610	696	6
PMAA_032830	613	1
PMAA_006610	593	2
PMAA_038440	2713	8
PMAA_059530	2847	13
PMAA_101580	1717	3
PMAA_091210	2723	13
PMAA_030690	557	3
PMAA_008930	1066	2
PMAA_080370	1249	6
PMAA_051700	710	2
PMAA_055020	489	4
PMAA_096070	214	1
PMAA_058220	316	5
PMAA_049840	3156	10
PMAA_050030	286	1
PMAA_059280	1175	3
PMAA_082620	2376	12
PMAA_077700	281	2
PMAA_078850	2146	5
PMAA_017430	445	3
PMAA_073630	533	3
PMAA_073140	716	2
PMAA_015640	1196	9
PMAA_018410	318	1
PMAA_055280	1037	2
PMAA_049150	295	1
PMAA_011450	249	1
PMAA_011100	613	7
PMAA_004290	798	2
PMAA_033230	567	2
PMAA_003820	265	2
PMAA_032340	4060	18
PMAA_065210	1707	5
PMAA_040140	181	1
PMAA_091160	1434	4
PMAA_077640	1351	4
PMAA_090890	5160	19
PMAA_054480	396	2
PMAA_066000	649	3
PMAA_035800	908	3
PMAA_061050	599	2
PMAA_038220	987	3
PMAA_074650	3377	12
PMAA_063740	2515	3
PMAA_052550	474	2
PMAA_052880	839	2
PMAA_032690	1587	4
PMAA_032160	5550	18
PMAA_064260	594	5
PMAA_054730	579	3
PMAA_010850	1370	11
PMAA_092820	252	1
PMAA_002990	2305	13
PMAA_092790	444	5
PMAA_034530	1122	6
PMAA_014160	2508	7
PMAA_022210	391	2
PMAA_022740	402	1
PMAA_085070	2994	13
PMAA_088560	485	4
PMAA_047080	520	4
PMAA_084410	4785	12
PMAA_042220	195	3
PMAA_052770	2812	13
PMAA_082840	499	1
PMAA_016450	355	2
PMAA_005380	479	3
PMAA_046420	546	3
PMAA_046930	733	4
PMAA_097670	275	2
PMAA_002660	531	7
PMAA_064160	782	2
PMAA_102490	226	1
PMAA_017850	949	3
PMAA_060890	960	8
PMAA_007010	839	2
PMAA_047330	362	3
PMAA_079430	387	2
PMAA_067840	1250	12
PMAA_019450	646	2
PMAA_100370	588	4
PMAA_075720	191	1
PMAA_025510	532	2
PMAA_033560	602	4
PMAA_046680	928	6
PMAA_091850	1303	8
PMAA_029180	653	1
PMAA_000740	1038	5
PMAA_060090	800	4
PMAA_008590	265	1
PMAA_098530	3320	17
PMAA_034690	3488	12
PMAA_076280	484	1
PMAA_021430	1953	7
PMAA_075090	1894	5
PMAA_064570	295	2
PMAA_023240	403	1
PMAA_029450	173	1
PMAA_056700	782	4
PMAA_056250	1693	7
PMAA_094320	680	6
PMAA_094630	338	3
PMAA_081160	59	1
PMAA_039600	1063	2
PMAA_057070	887	5
PMAA_047500	648	2
PMAA_096520	705	6
PMAA_024370	194	1
PMAA_015900	960	1
PMAA_047540	218	1
PMAA_001360	1338	6
PMAA_029530	454	3
PMAA_080140	774	1
PMAA_085930	372	1
PMAA_069870	217	1
PMAA_007900	4706	16
PMAA_014530	351	2
PMAA_014960	1175	4
PMAA_071170	225	1
PMAA_057610	2033	5
PMAA_004840	2629	6
PMAA_012360	872	3
PMAA_059290	1175	3
PMAA_040960	443	3
PMAA_030860	190	1
PMAA_045300	407	1
PMAA_001500	201	1
PMAA_073820	323	1
PMAA_033200	226	3
PMAA_009940	772	6
PMAA_023060	926	3
PMAA_042970	968	4
PMAA_027870	832	2
PMAA_022910	544	3
PMAA_065020	238	1
PMAA_101930	467	3
PMAA_035630	161	1
PMAA_091660	529	3
PMAA_035320	2254	24
PMAA_066630	835	4
PMAA_058840	397	1
PMAA_039120	1334	4
PMAA_092000	3085	4
PMAA_068890	637	4
PMAA_028910	2017	13
PMAA_053910	3521	10
PMAA_096240	358	5
PMAA_083490	968	6
PMAA_050560	232	1
PMAA_072520	1123	4
PMAA_087390	1642	4
PMAA_090950	484	4
PMAA_051510	732	4
PMAA_078440	1184	6
PMAA_083280	112	1
PMAA_051040	213	2
PMAA_010190	2360	9
PMAA_009360	900	3
PMAA_014750	2309	1
PMAA_070420	120	2
PMAA_044300	1124	4
PMAA_083720	427	1
PMAA_027290	2297	9
PMAA_027390	209	3
PMAA_016930	841	4
PMAA_004590	2196	7
PMAA_078170	147	2
PMAA_045870	470	1
PMAA_051160	1224	4
PMAA_010990	125	1
PMAA_002850	924	2
PMAA_078620	570	3
PMAA_010440	284	1
PMAA_031800	187	1
PMAA_014280	735	3
PMAA_036670	457	2
PMAA_092410	946	5
PMAA_004650	717	1
PMAA_076700	241	1
PMAA_018080	136	1
PMAA_093750	667	1
PMAA_062790	305	1
PMAA_062060	8514	36
PMAA_059660	1417	7
PMAA_037670	769	2
PMAA_033770	291	1
PMAA_061260	756	1
PMAA_100560	870	2
PMAA_023970	434	1
PMAA_033950	191	1
PMAA_064080	368	1
PMAA_053020	538	1
PMAA_026180	344	5
PMAA_047870	1224	3
PMAA_055340	3079	5
PMAA_055610	3053	10
PMAA_060790	465	1
PMAA_004170	470	3
PMAA_043090	1219	5
PMAA_074250	601	3
PMAA_081420	421	1
PMAA_041400	1937	6
PMAA_088910	204	1
PMAA_024960	441	1
PMAA_047650	781	4
PMAA_082450	526	3
PMAA_087640	1010	3
PMAA_019130	291	2
PMAA_089200	1106	5
PMAA_026980	287	2
PMAA_026230	153	1
PMAA_012100	758	3
PMAA_045960	2232	7
PMAA_018620	1284	3
PMAA_093360	8231	32
PMAA_082770	769	4
PMAA_063680	208	1
PMAA_050830	3518	24
PMAA_081390	1772	6
PMAA_032570	2968	12
PMAA_015150	3382	5
PMAA_019680	337	1
PMAA_016590	987	8
PMAA_048160	5975	20
PMAA_045490	721	2
PMAA_007730	1397	7
PMAA_060130	560	3
PMAA_066830	391	1
PMAA_034200	6197	14
PMAA_006160	212	2
PMAA_007220	2839	5
PMAA_083600	1390	4
PMAA_011900	1539	8
PMAA_068300	422	3
PMAA_025180	724	1
PMAA_074620	399	1
PMAA_080160	703	2
PMAA_063530	778	3
PMAA_052340	2568	9
PMAA_092580	1391	2
PMAA_020110	483	3
PMAA_003070	886	3
PMAA_093980	4435	33
PMAA_039490	419	3
PMAA_098270	3291	6
PMAA_039940	609	3
PMAA_088000	612	1
PMAA_014990	2015	8
PMAA_095200	2211	4
PMAA_095750	1184	3
PMAA_058850	2320	8
PMAA_042050	401	2
PMAA_099270	6070	29
PMAA_024580	5304	15
PMAA_046740	528	3
PMAA_097530	661	2
PMAA_046210	319	1
PMAA_049510	805	3
PMAA_093270	678	2
PMAA_078270	642	4
PMAA_056060	2323	4
PMAA_053760	1041	7
PMAA_034010	285	3
PMAA_013410	132	3
PMAA_079370	1104	1
PMAA_058930	1370	6
PMAA_074040	3158	12
PMAA_057440	526	3
PMAA_090180	801	3
PMAA_067300	1744	5
PMAA_072700	1269	2
PMAA_064960	550	2
PMAA_070960	1510	6
PMAA_001770	1129	4
PMAA_053580	208	1
PMAA_070630	766	4
PMAA_000820	2092	9
PMAA_071610	703	4
PMAA_027460	262	4
PMAA_076490	2143	3
PMAA_017160	2329	5
PMAA_083550	718	1
PMAA_067040	555	3
PMAA_042440	232	2
PMAA_021600	378	2
PMAA_002080	802	5
PMAA_030450	1472	1
PMAA_070290	10000	38
PMAA_084750	982	3
PMAA_031490	1801	5
PMAA_009770	353	4
PMAA_102210	3683	21
PMAA_036110	1445	9
PMAA_096580	834	2
PMAA_093560	422	1
PMAA_057910	317	3
PMAA_027600	1344	2
PMAA_050580	1005	3
PMAA_009560	3703	6
PMAA_059510	237	1
PMAA_005660	1388	11
PMAA_091580	6004	12
PMAA_054930	383	1
PMAA_091270	1054	5
PMAA_051720	1793	3
PMAA_001520	3135	9
PMAA_026000	255	2
PMAA_083800	4201	11
PMAA_084850	2524	6
PMAA_031140	505	3
PMAA_008670	118	1
PMAA_093690	1171	4
PMAA_027000	3374	10
PMAA_049790	3421	12
PMAA_071940	185	1
PMAA_047440	5880	15
PMAA_077720	4279	17
PMAA_082600	654	4
PMAA_066790	2311	8
PMAA_035790	131	3
PMAA_017410	201	1
PMAA_010290	2524	7
PMAA_073610	1093	3
PMAA_009080	771	3
PMAA_049170	444	1
PMAA_018430	395	2
PMAA_062470	569	1
PMAA_074390	572	3
PMAA_085440	2408	8
PMAA_029100	494	4
PMAA_003840	583	1
PMAA_032360	1225	5
PMAA_040160	243	1
PMAA_037790	2680	14
PMAA_059370	1439	3
PMAA_077620	585	5
PMAA_061070	735	1
PMAA_051180	2152	5
PMAA_041030	957	4
PMAA_035860	202	4
PMAA_092610	851	5
PMAA_069680	243	1
PMAA_039370	872	3
PMAA_025970	211	1
PMAA_102070	1700	6
PMAA_096720	1995	2
PMAA_002090	802	5
PMAA_032140	539	4
PMAA_052570	805	2
PMAA_008850	221	1
PMAA_102720	475	1
PMAA_092770	2485	5
PMAA_092800	993	3
PMAA_086720	1011	2
PMAA_010870	391	6
PMAA_028360	412	2
PMAA_015700	1934	7
PMAA_044510	755	2
PMAA_014140	1076	6
PMAA_022720	238	4
PMAA_082860	1373	2
PMAA_084470	1384	6
PMAA_052750	4421	13
PMAA_042200	354	1
PMAA_016430	385	3
PMAA_078160	1022	5
PMAA_025670	3420	17
PMAA_075910	3417	12
PMAA_064140	500	1
PMAA_070390	1647	8
PMAA_007030	822	9
PMAA_023780	406	3
PMAA_076930	1981	4
PMAA_101000	1255	2
PMAA_079140	718	2
PMAA_047350	2842	5
PMAA_035120	623	3
PMAA_079410	384	2
PMAA_062810	328	2
PMAA_019470	1135	4
PMAA_090040	880	2
PMAA_067820	617	3
PMAA_075700	989	4
PMAA_038950	3929	15
PMAA_026900	994	4
PMAA_023830	730	3
PMAA_033540	779	5
PMAA_029300	273	1
PMAA_091870	2762	8
PMAA_055400	304	1
PMAA_098040	129	2
PMAA_016190	1908	6
PMAA_031190	587	1
PMAA_098510	3847	7
PMAA_022230	798	3
PMAA_081980	368	2
PMAA_099640	363	3
PMAA_099390	1054	8
PMAA_021450	706	3
PMAA_045640	2924	11
PMAA_064550	403	3
PMAA_087920	447	2
PMAA_029470	455	1
PMAA_036470	958	1
PMAA_012730	3137	7
PMAA_094610	342	2
PMAA_007690	601	3
PMAA_033220	321	1
PMAA_071370	978	3
PMAA_056270	3145	8
PMAA_024390	1188	3
PMAA_057580	1292	2
PMAA_015960	1205	4
PMAA_091640	208	2
PMAA_001340	2301	4
PMAA_029510	801	4
PMAA_001690	1825	9
PMAA_049990	907	3
PMAA_085400	1879	3
PMAA_045260	311	1
PMAA_043630	342	3
PMAA_007960	2333	9
PMAA_039570	327	1
PMAA_056180	248	3
PMAA_042660	215	1
PMAA_071110	241	2
PMAA_065790	834	1
PMAA_023080	881	1
PMAA_041590	4532	14
PMAA_040980	597	3
PMAA_072130	1798	7
PMAA_101480	636	2
PMAA_030840	255	1
PMAA_094960	998	8
PMAA_009960	2048	6
PMAA_056980	908	3
PMAA_028700	135	1
PMAA_013060	130	4
PMAA_005990	1694	10
PMAA_027850	423	5
PMAA_095560	1192	4
PMAA_099020	1122	4
PMAA_057050	1541	6
PMAA_090510	146	3
PMAA_005650	1388	11
PMAA_031790	442	4
PMAA_035650	105	1
PMAA_101260	2557	9
PMAA_035300	137	1
PMAA_020490	1075	2
PMAA_053930	1340	3
PMAA_053240	548	5
PMAA_039140	1432	8
PMAA_028640	910	6
PMAA_096910	690	3
PMAA_005190	309	5
PMAA_102680	3810	17
PMAA_042580	1301	3
PMAA_082410	1265	8
PMAA_057630	797	5
PMAA_051060	469	3
PMAA_064470	1148	2
PMAA_029140	289	1
PMAA_080830	291	5
PMAA_010600	441	1
PMAA_073260	2708	6
PMAA_078420	3477	8
PMAA_079480	1392	4
PMAA_005330	426	1
PMAA_014770	979	7
PMAA_058050	163	2
PMAA_009340	1021	3
PMAA_055980	992	6
PMAA_049360	663	4
PMAA_062260	10000	33
